Weight of minimal spanning tree: 187079
Edges of tree:
(1, 904, 204)
(2, 137, 167)
(3, 573, 275)
(4, 484, 138)
(5, 992, 204)
(6, 614, 163)
(7, 418, 176)
(8, 706, 180)
(9, 236, 270)
(10, 899, 208)
(11, 806, 212)
(12, 564, 217)
(13, 910, 246)
(14, 967, 208)
(15, 898, 217)
(2, 16, 196)
(17, 433, 207)
(18, 423, 201)
(19, 360, 140)
(20, 173, 197)
(21, 598, 183)
(22, 801, 203)
(23, 515, 155)
(24, 423, 205)
(25, 190, 204)
(26, 964, 216)
(27, 506, 193)
(28, 954, 225)
(29, 629, 175)
(30, 585, 162)
(31, 983, 178)
(32, 525, 210)
(33, 943, 223)
(34, 781, 188)
(35, 739, 160)
(36, 749, 194)
(37, 975, 174)
(38, 913, 206)
(39, 119, 242)
(40, 696, 254)
(41, 506, 211)
(42, 449, 174)
(43, 463, 205)
(44, 999, 181)
(45, 732, 195)
(46, 968, 192)
(47, 455, 232)
(48, 847, 200)
(49, 392, 167)
(50, 480, 181)
(51, 483, 198)
(12, 52, 222)
(53, 83, 185)
(54, 217, 193)
(55, 838, 207)
(56, 180, 223)
(57, 130, 224)
(58, 169, 203)
(59, 202, 204)
(60, 754, 199)
(61, 599, 120)
(62, 142, 194)
(63, 409, 215)
(64, 713, 183)
(65, 102, 213)
(66, 789, 207)
(67, 385, 180)
(68, 741, 203)
(69, 131, 226)
(70, 754, 164)
(71, 277, 188)
(72, 444, 215)
(73, 743, 205)
(74, 145, 167)
(75, 675, 213)
(37, 76, 194)
(77, 527, 173)
(30, 78, 190)
(79, 593, 217)
(80, 130, 173)
(81, 718, 199)
(82, 133, 121)
(83, 415, 187)
(84, 184, 123)
(85, 323, 199)
(25, 86, 167)
(87, 290, 182)
(88, 977, 169)
(89, 317, 196)
(90, 615, 143)
(91, 634, 215)
(92, 898, 165)
(93, 908, 194)
(94, 245, 190)
(95, 364, 225)
(96, 706, 191)
(97, 694, 221)
(98, 844, 186)
(99, 284, 207)
(100, 579, 194)
(101, 342, 200)
(102, 449, 149)
(103, 580, 250)
(104, 691, 199)
(105, 394, 175)
(106, 847, 180)
(107, 674, 206)
(46, 108, 206)
(109, 765, 197)
(107, 110, 193)
(111, 853, 179)
(112, 832, 123)
(113, 222, 178)
(114, 188, 189)
(115, 499, 229)
(116, 152, 120)
(117, 548, 225)
(118, 801, 158)
(119, 498, 213)
(120, 315, 168)
(121, 214, 213)
(122, 880, 199)
(123, 243, 203)
(98, 124, 225)
(125, 450, 220)
(126, 198, 208)
(127, 442, 188)
(128, 308, 172)
(129, 969, 227)
(130, 964, 189)
(0, 131, 152)
(132, 420, 175)
(133, 747, 165)
(122, 134, 200)
(135, 900, 223)
(136, 739, 110)
(137, 950, 203)
(138, 810, 201)
(139, 435, 185)
(123, 140, 234)
(141, 983, 230)
(142, 480, 128)
(143, 691, 195)
(144, 497, 224)
(145, 867, 194)
(146, 866, 183)
(147, 561, 145)
(148, 301, 176)
(149, 430, 234)
(150, 247, 158)
(151, 720, 197)
(152, 357, 106)
(153, 550, 208)
(154, 946, 230)
(34, 155, 200)
(126, 156, 127)
(157, 586, 222)
(158, 940, 150)
(159, 460, 187)
(160, 402, 233)
(161, 910, 181)
(162, 441, 112)
(163, 817, 189)
(136, 164, 169)
(165, 174, 181)
(166, 756, 235)
(167, 502, 163)
(168, 358, 194)
(169, 927, 136)
(170, 256, 156)
(171, 626, 176)
(172, 958, 210)
(173, 377, 167)
(174, 625, 201)
(123, 175, 184)
(176, 774, 234)
(177, 245, 194)
(48, 178, 217)
(179, 483, 219)
(177, 180, 171)
(181, 395, 205)
(182, 419, 176)
(183, 251, 193)
(184, 937, 194)
(185, 770, 222)
(155, 186, 76)
(187, 557, 218)
(188, 267, 167)
(189, 651, 220)
(190, 860, 106)
(191, 390, 218)
(192, 633, 215)
(193, 781, 91)
(194, 457, 198)
(0, 195, 114)
(196, 830, 189)
(197, 346, 177)
(198, 481, 119)
(168, 199, 207)
(200, 424, 208)
(201, 983, 200)
(202, 736, 185)
(203, 239, 204)
(204, 601, 171)
(205, 501, 198)
(206, 684, 199)
(207, 548, 208)
(35, 208, 204)
(209, 819, 208)
(210, 471, 184)
(211, 917, 154)
(212, 359, 196)
(213, 534, 188)
(214, 328, 171)
(215, 924, 248)
(216, 355, 208)
(29, 217, 192)
(218, 429, 129)
(219, 821, 211)
(202, 220, 191)
(221, 596, 242)
(64, 222, 202)
(223, 373, 144)
(224, 262, 170)
(201, 225, 257)
(226, 344, 212)
(128, 227, 214)
(228, 614, 181)
(156, 229, 211)
(230, 476, 202)
(231, 720, 116)
(232, 720, 197)
(233, 712, 136)
(234, 626, 214)
(235, 603, 226)
(236, 565, 187)
(237, 632, 155)
(22, 238, 123)
(239, 420, 136)
(197, 240, 183)
(241, 431, 211)
(242, 604, 196)
(243, 360, 170)
(244, 589, 185)
(245, 307, 174)
(246, 642, 191)
(247, 562, 148)
(158, 248, 190)
(249, 758, 211)
(250, 690, 177)
(251, 626, 100)
(252, 923, 133)
(253, 800, 162)
(254, 324, 163)
(255, 528, 209)
(256, 422, 171)
(27, 257, 198)
(258, 830, 201)
(111, 259, 155)
(6, 260, 167)
(261, 813, 242)
(262, 770, 136)
(263, 674, 248)
(99, 264, 230)
(265, 301, 208)
(266, 691, 190)
(21, 267, 198)
(68, 268, 174)
(46, 269, 161)
(270, 285, 227)
(271, 418, 176)
(272, 448, 172)
(94, 273, 211)
(254, 274, 142)
(5, 275, 170)
(276, 387, 153)
(277, 781, 194)
(278, 801, 178)
(279, 657, 164)
(280, 329, 203)
(281, 570, 156)
(282, 357, 212)
(283, 723, 180)
(284, 984, 202)
(88, 285, 158)
(121, 286, 196)
(287, 584, 236)
(288, 499, 134)
(289, 996, 217)
(290, 532, 161)
(291, 915, 191)
(292, 793, 172)
(293, 431, 200)
(294, 667, 197)
(295, 686, 227)
(296, 830, 163)
(297, 898, 184)
(298, 893, 159)
(299, 689, 233)
(300, 840, 202)
(301, 606, 126)
(180, 302, 200)
(303, 422, 171)
(304, 571, 206)
(64, 305, 232)
(306, 362, 204)
(210, 307, 156)
(308, 783, 175)
(309, 671, 202)
(98, 310, 243)
(311, 687, 122)
(312, 725, 243)
(313, 782, 228)
(314, 779, 234)
(315, 853, 188)
(8, 316, 204)
(317, 607, 190)
(318, 365, 209)
(319, 984, 164)
(119, 320, 156)
(321, 476, 173)
(207, 322, 171)
(323, 762, 180)
(324, 790, 184)
(325, 535, 158)
(326, 336, 201)
(273, 327, 211)
(328, 344, 92)
(329, 681, 213)
(330, 623, 174)
(173, 331, 232)
(332, 803, 257)
(333, 867, 189)
(218, 334, 157)
(335, 436, 121)
(336, 434, 192)
(24, 337, 194)
(61, 338, 154)
(129, 339, 240)
(155, 340, 139)
(341, 903, 138)
(156, 342, 164)
(343, 492, 221)
(344, 886, 109)
(345, 960, 163)
(346, 952, 196)
(347, 751, 193)
(348, 449, 206)
(349, 810, 131)
(350, 585, 200)
(351, 907, 201)
(352, 623, 199)
(353, 664, 252)
(354, 710, 187)
(136, 355, 185)
(356, 582, 198)
(357, 651, 123)
(358, 592, 186)
(359, 862, 224)
(357, 360, 182)
(331, 361, 226)
(291, 362, 165)
(363, 993, 197)
(364, 531, 208)
(136, 365, 143)
(366, 867, 164)
(367, 970, 195)
(368, 666, 218)
(369, 951, 189)
(259, 370, 231)
(371, 538, 151)
(372, 410, 192)
(249, 373, 188)
(374, 647, 134)
(188, 375, 176)
(376, 791, 178)
(377, 722, 180)
(378, 915, 182)
(379, 923, 208)
(100, 380, 160)
(266, 381, 194)
(150, 382, 192)
(34, 383, 123)
(384, 413, 164)
(385, 899, 185)
(167, 386, 215)
(387, 415, 152)
(388, 971, 140)
(294, 389, 199)
(390, 731, 198)
(391, 678, 223)
(392, 632, 196)
(61, 393, 164)
(394, 563, 178)
(395, 516, 210)
(169, 396, 253)
(397, 953, 223)
(398, 641, 213)
(399, 738, 84)
(400, 437, 159)
(401, 439, 181)
(292, 402, 191)
(403, 678, 222)
(404, 781, 167)
(405, 589, 180)
(406, 994, 239)
(198, 407, 193)
(100, 408, 189)
(37, 409, 166)
(45, 410, 179)
(411, 442, 218)
(167, 412, 155)
(413, 787, 186)
(355, 414, 162)
(415, 854, 189)
(416, 646, 198)
(417, 496, 197)
(336, 418, 164)
(70, 419, 218)
(123, 420, 190)
(421, 993, 167)
(29, 422, 119)
(423, 747, 192)
(424, 697, 231)
(425, 972, 160)
(284, 426, 204)
(427, 659, 159)
(33, 428, 236)
(183, 429, 190)
(265, 430, 214)
(61, 431, 197)
(159, 432, 203)
(433, 660, 160)
(434, 987, 180)
(435, 534, 198)
(49, 436, 148)
(437, 816, 196)
(438, 706, 216)
(439, 517, 184)
(247, 440, 179)
(441, 576, 176)
(159, 442, 164)
(443, 757, 172)
(0, 444, 185)
(445, 776, 202)
(314, 446, 232)
(447, 928, 192)
(448, 798, 195)
(449, 869, 187)
(439, 450, 171)
(451, 551, 167)
(452, 522, 197)
(61, 453, 195)
(454, 551, 249)
(455, 461, 182)
(456, 710, 187)
(136, 457, 157)
(104, 458, 162)
(272, 459, 228)
(460, 533, 181)
(461, 974, 189)
(462, 956, 214)
(463, 861, 139)
(464, 528, 249)
(250, 465, 194)
(194, 466, 194)
(467, 617, 225)
(468, 663, 149)
(203, 469, 229)
(470, 503, 174)
(152, 471, 190)
(203, 472, 181)
(473, 829, 202)
(42, 474, 127)
(475, 540, 202)
(167, 476, 126)
(477, 980, 197)
(478, 928, 105)
(479, 735, 204)
(480, 759, 173)
(481, 704, 195)
(319, 482, 200)
(483, 582, 194)
(294, 484, 226)
(485, 886, 218)
(486, 882, 166)
(487, 883, 189)
(488, 646, 199)
(489, 802, 273)
(490, 498, 182)
(19, 491, 186)
(248, 492, 212)
(252, 493, 247)
(231, 494, 199)
(495, 592, 185)
(258, 496, 127)
(457, 497, 202)
(349, 498, 70)
(499, 953, 111)
(311, 500, 144)
(98, 501, 191)
(502, 844, 140)
(503, 599, 170)
(214, 504, 138)
(505, 790, 203)
(258, 506, 161)
(145, 507, 178)
(508, 691, 189)
(207, 509, 207)
(235, 510, 200)
(234, 511, 211)
(512, 694, 164)
(254, 513, 192)
(78, 514, 216)
(515, 712, 106)
(441, 516, 218)
(455, 517, 189)
(518, 709, 246)
(483, 519, 211)
(68, 520, 216)
(521, 608, 185)
(522, 951, 189)
(366, 523, 176)
(261, 524, 255)
(525, 920, 206)
(526, 682, 212)
(527, 847, 193)
(528, 709, 200)
(529, 575, 221)
(530, 609, 255)
(399, 531, 151)
(231, 532, 200)
(533, 702, 187)
(534, 576, 164)
(96, 535, 137)
(536, 718, 160)
(537, 575, 221)
(538, 589, 199)
(51, 539, 204)
(133, 540, 187)
(541, 992, 232)
(358, 542, 206)
(543, 847, 173)
(468, 544, 226)
(545, 672, 139)
(302, 546, 214)
(351, 547, 194)
(89, 548, 152)
(456, 549, 198)
(550, 754, 121)
(551, 838, 181)
(278, 552, 180)
(553, 691, 121)
(517, 554, 224)
(555, 632, 195)
(556, 912, 170)
(557, 649, 217)
(558, 663, 209)
(559, 908, 185)
(331, 560, 208)
(495, 561, 224)
(562, 720, 104)
(529, 563, 205)
(421, 564, 145)
(565, 951, 184)
(300, 566, 151)
(259, 567, 176)
(123, 568, 263)
(560, 569, 260)
(262, 570, 184)
(571, 751, 215)
(206, 572, 158)
(573, 829, 219)
(574, 858, 185)
(153, 575, 193)
(133, 576, 105)
(37, 577, 200)
(578, 899, 218)
(579, 790, 203)
(386, 580, 181)
(394, 581, 142)
(582, 758, 160)
(583, 826, 223)
(584, 606, 172)
(585, 936, 184)
(542, 586, 147)
(98, 587, 193)
(374, 588, 220)
(589, 974, 210)
(423, 590, 224)
(340, 591, 107)
(444, 592, 176)
(546, 593, 231)
(470, 594, 260)
(595, 713, 209)
(596, 902, 207)
(383, 597, 166)
(392, 598, 195)
(527, 599, 156)
(600, 763, 162)
(318, 601, 138)
(602, 892, 152)
(501, 603, 117)
(604, 974, 187)
(605, 647, 214)
(606, 954, 182)
(607, 802, 166)
(307, 608, 211)
(548, 609, 176)
(51, 610, 210)
(611, 823, 203)
(612, 757, 147)
(588, 613, 214)
(614, 806, 127)
(358, 615, 164)
(580, 616, 212)
(325, 617, 191)
(76, 618, 190)
(619, 897, 205)
(170, 620, 190)
(621, 710, 192)
(622, 986, 196)
(213, 623, 170)
(402, 624, 185)
(98, 625, 167)
(626, 691, 186)
(277, 627, 257)
(628, 920, 234)
(291, 629, 185)
(21, 630, 122)
(349, 631, 148)
(42, 632, 192)
(247, 633, 187)
(77, 634, 191)
(51, 635, 153)
(326, 636, 234)
(637, 909, 243)
(483, 638, 188)
(109, 639, 191)
(640, 859, 270)
(641, 647, 210)
(555, 642, 168)
(303, 643, 196)
(622, 644, 234)
(349, 645, 186)
(243, 646, 151)
(592, 647, 176)
(495, 648, 175)
(649, 764, 200)
(610, 650, 221)
(195, 651, 175)
(54, 652, 212)
(501, 653, 128)
(654, 737, 190)
(289, 655, 227)
(656, 853, 192)
(485, 657, 202)
(83, 658, 170)
(582, 659, 220)
(549, 660, 205)
(661, 926, 191)
(662, 966, 195)
(663, 898, 207)
(226, 664, 234)
(251, 665, 186)
(194, 666, 231)
(667, 914, 165)
(64, 668, 221)
(172, 669, 174)
(106, 670, 189)
(507, 671, 187)
(334, 672, 148)
(81, 673, 210)
(674, 751, 189)
(308, 675, 215)
(676, 911, 145)
(104, 677, 215)
(479, 678, 172)
(450, 679, 161)
(238, 680, 183)
(681, 928, 216)
(463, 682, 215)
(683, 905, 196)
(684, 845, 193)
(24, 685, 189)
(541, 686, 213)
(687, 943, 182)
(76, 688, 179)
(377, 689, 147)
(622, 690, 192)
(416, 691, 197)
(409, 692, 165)
(693, 853, 134)
(694, 736, 144)
(695, 741, 186)
(238, 696, 111)
(252, 697, 202)
(623, 698, 245)
(372, 699, 196)
(556, 700, 204)
(367, 701, 159)
(476, 702, 199)
(432, 703, 184)
(378, 704, 148)
(101, 705, 166)
(102, 706, 193)
(707, 964, 226)
(361, 708, 226)
(46, 709, 146)
(425, 710, 158)
(537, 711, 156)
(712, 738, 197)
(152, 713, 191)
(710, 714, 193)
(398, 715, 193)
(53, 716, 246)
(416, 717, 211)
(639, 718, 198)
(107, 719, 98)
(576, 720, 72)
(420, 721, 163)
(311, 722, 172)
(186, 723, 188)
(19, 724, 202)
(599, 725, 181)
(540, 726, 178)
(7, 727, 165)
(313, 728, 213)
(667, 729, 214)
(730, 992, 216)
(731, 933, 93)
(252, 732, 205)
(324, 733, 188)
(711, 734, 202)
(319, 735, 170)
(653, 736, 189)
(358, 737, 206)
(284, 738, 190)
(709, 739, 186)
(431, 740, 186)
(20, 741, 190)
(691, 742, 179)
(192, 743, 205)
(576, 744, 187)
(745, 910, 238)
(746, 808, 147)
(381, 747, 168)
(333, 748, 196)
(749, 878, 192)
(744, 750, 156)
(127, 751, 179)
(21, 752, 186)
(121, 753, 207)
(754, 799, 198)
(658, 755, 206)
(461, 756, 216)
(342, 757, 203)
(758, 921, 165)
(549, 759, 194)
(760, 836, 138)
(316, 761, 161)
(271, 762, 180)
(322, 763, 167)
(213, 764, 166)
(303, 765, 188)
(766, 869, 184)
(744, 767, 216)
(768, 832, 185)
(615, 769, 114)
(770, 845, 176)
(635, 771, 158)
(764, 772, 197)
(387, 773, 152)
(82, 774, 229)
(775, 943, 215)
(623, 776, 181)
(777, 913, 188)
(430, 778, 105)
(178, 779, 155)
(780, 903, 205)
(481, 781, 150)
(552, 782, 201)
(623, 783, 186)
(125, 784, 237)
(135, 785, 188)
(586, 786, 237)
(512, 787, 188)
(450, 788, 217)
(515, 789, 156)
(217, 790, 194)
(671, 791, 152)
(14, 792, 192)
(158, 793, 182)
(606, 794, 163)
(133, 795, 186)
(71, 796, 205)
(313, 797, 202)
(7, 798, 229)
(709, 799, 191)
(748, 800, 191)
(81, 801, 181)
(2, 802, 207)
(803, 917, 136)
(76, 804, 186)
(148, 805, 125)
(34, 806, 163)
(73, 807, 258)
(790, 808, 166)
(809, 971, 215)
(810, 913, 178)
(711, 811, 200)
(773, 812, 216)
(729, 813, 176)
(533, 814, 199)
(549, 815, 227)
(760, 816, 163)
(455, 817, 156)
(547, 818, 219)
(359, 819, 179)
(140, 820, 221)
(821, 980, 203)
(822, 959, 198)
(379, 823, 202)
(824, 982, 207)
(815, 825, 203)
(358, 826, 195)
(382, 827, 222)
(129, 828, 209)
(170, 829, 182)
(220, 830, 179)
(1, 831, 183)
(631, 832, 104)
(54, 833, 183)
(318, 834, 221)
(705, 835, 255)
(300, 836, 144)
(480, 837, 215)
(558, 838, 206)
(839, 994, 224)
(68, 840, 148)
(74, 841, 164)
(820, 842, 244)
(733, 843, 118)
(455, 844, 152)
(35, 845, 116)
(208, 846, 58)
(352, 847, 196)
(688, 848, 190)
(849, 984, 199)
(850, 952, 207)
(481, 851, 222)
(375, 852, 210)
(288, 853, 168)
(290, 854, 112)
(525, 855, 188)
(442, 856, 101)
(57, 857, 173)
(452, 858, 200)
(693, 859, 119)
(354, 860, 154)
(435, 861, 194)
(855, 862, 147)
(721, 863, 226)
(547, 864, 212)
(495, 865, 150)
(131, 866, 200)
(706, 867, 195)
(802, 868, 106)
(54, 869, 152)
(870, 908, 217)
(810, 871, 188)
(26, 872, 222)
(873, 974, 173)
(265, 874, 225)
(170, 875, 204)
(58, 876, 242)
(639, 877, 190)
(620, 878, 184)
(739, 879, 223)
(121, 880, 196)
(632, 881, 161)
(462, 882, 196)
(364, 883, 149)
(884, 957, 216)
(336, 885, 201)
(687, 886, 209)
(719, 887, 232)
(290, 888, 194)
(735, 889, 155)
(417, 890, 233)
(447, 891, 132)
(68, 892, 211)
(480, 893, 178)
(654, 894, 154)
(513, 895, 231)
(50, 896, 193)
(771, 897, 192)
(392, 898, 199)
(523, 899, 186)
(822, 900, 202)
(189, 901, 225)
(821, 902, 162)
(455, 903, 180)
(500, 904, 168)
(123, 905, 160)
(309, 906, 215)
(110, 907, 199)
(85, 908, 150)
(420, 909, 201)
(789, 910, 220)
(190, 911, 189)
(847, 912, 215)
(354, 913, 195)
(885, 914, 106)
(651, 915, 188)
(50, 916, 136)
(733, 917, 211)
(918, 990, 218)
(387, 919, 181)
(377, 920, 127)
(597, 921, 127)
(243, 922, 241)
(543, 923, 160)
(178, 924, 126)
(345, 925, 136)
(729, 926, 204)
(198, 927, 165)
(60, 928, 166)
(632, 929, 194)
(843, 930, 285)
(387, 931, 210)
(737, 932, 189)
(893, 933, 203)
(169, 934, 185)
(62, 935, 206)
(564, 936, 186)
(447, 937, 212)
(457, 938, 231)
(661, 939, 215)
(274, 940, 197)
(198, 941, 226)
(291, 942, 204)
(434, 943, 129)
(625, 944, 171)
(753, 945, 221)
(14, 946, 171)
(231, 947, 197)
(568, 948, 259)
(190, 949, 202)
(873, 950, 181)
(907, 951, 204)
(481, 952, 138)
(869, 953, 156)
(288, 954, 98)
(898, 955, 238)
(796, 956, 221)
(383, 957, 223)
(465, 958, 206)
(867, 959, 201)
(608, 960, 197)
(66, 961, 128)
(349, 962, 207)
(960, 963, 190)
(291, 964, 159)
(609, 965, 222)
(869, 966, 210)
(694, 967, 220)
(71, 968, 199)
(393, 969, 182)
(60, 970, 172)
(502, 971, 166)
(98, 972, 182)
(308, 973, 256)
(422, 974, 97)
(507, 975, 173)
(894, 976, 193)
(977, 988, 183)
(978, 997, 244)
(180, 979, 185)
(709, 980, 194)
(309, 981, 173)
(676, 982, 195)
(931, 983, 139)
(407, 984, 187)
(878, 985, 188)
(672, 986, 149)
(810, 987, 74)
(517, 988, 207)
(743, 989, 210)
(468, 990, 187)
(861, 991, 169)
(385, 992, 191)
(68, 993, 194)
(663, 994, 224)
(242, 995, 179)
(29, 996, 161)
(298, 997, 151)
(571, 998, 204)
(641, 999, 199)
