Bridges:
(0, 750)
(2, 799)
(2, 834)
(4, 474)
(4, 718)
(5, 481)
(6, 146)
(9, 624)
(9, 626)
(9, 752)
(11, 687)
(12, 674)
(13, 798)
(14, 506)
(16, 83)
(18, 279)
(19, 852)
(21, 914)
(22, 675)
(22, 714)
(22, 718)
(24, 251)
(29, 442)
(29, 832)
(32, 360)
(32, 427)
(34, 308)
(35, 147)
(35, 270)
(37, 931)
(38, 49)
(38, 511)
(41, 648)
(42, 634)
(45, 974)
(46, 133)
(46, 233)
(47, 165)
(47, 208)
(48, 164)
(48, 590)
(48, 730)
(48, 775)
(49, 867)
(53, 823)
(56, 145)
(56, 209)
(57, 432)
(57, 854)
(57, 976)
(58, 333)
(59, 505)
(61, 275)
(63, 623)
(64, 737)
(65, 673)
(65, 696)
(66, 217)
(66, 548)
(66, 986)
(67, 100)
(68, 387)
(69, 249)
(70, 178)
(70, 222)
(70, 231)
(71, 942)
(75, 494)
(75, 824)
(76, 378)
(77, 174)
(81, 806)
(82, 801)
(84, 87)
(85, 335)
(86, 310)
(86, 447)
(86, 937)
(87, 654)
(90, 311)
(96, 738)
(96, 744)
(97, 291)
(97, 323)
(97, 663)
(99, 241)
(99, 952)
(100, 205)
(100, 229)
(101, 405)
(103, 199)
(105, 736)
(106, 885)
(107, 310)
(107, 943)
(109, 283)
(109, 578)
(109, 830)
(109, 978)
(111, 461)
(113, 281)
(114, 287)
(115, 214)
(115, 379)
(116, 468)
(117, 248)
(121, 713)
(121, 859)
(122, 636)
(124, 613)
(125, 274)
(125, 568)
(126, 826)
(127, 254)
(128, 131)
(131, 403)
(132, 428)
(135, 228)
(137, 237)
(137, 786)
(138, 373)
(138, 620)
(138, 756)
(139, 239)
(142, 298)
(142, 451)
(143, 188)
(146, 473)
(146, 644)
(148, 296)
(149, 559)
(150, 721)
(150, 976)
(154, 433)
(154, 738)
(157, 986)
(160, 293)
(161, 662)
(163, 486)
(163, 514)
(163, 660)
(166, 852)
(166, 898)
(166, 980)
(167, 533)
(168, 452)
(168, 732)
(169, 402)
(169, 693)
(171, 697)
(175, 180)
(175, 682)
(177, 418)
(177, 433)
(179, 624)
(180, 998)
(182, 249)
(182, 327)
(182, 612)
(182, 758)
(183, 806)
(184, 248)
(184, 805)
(185, 439)
(191, 537)
(192, 437)
(192, 678)
(193, 436)
(193, 668)
(194, 848)
(195, 443)
(196, 420)
(196, 442)
(198, 415)
(198, 573)
(198, 740)
(201, 351)
(203, 974)
(204, 954)
(205, 291)
(206, 393)
(206, 569)
(207, 314)
(209, 997)
(210, 253)
(213, 459)
(215, 746)
(216, 286)
(216, 461)
(216, 715)
(218, 889)
(219, 837)
(221, 798)
(227, 331)
(227, 919)
(230, 334)
(231, 956)
(232, 675)
(233, 237)
(235, 838)
(237, 623)
(241, 251)
(242, 320)
(242, 489)
(243, 435)
(243, 719)
(243, 876)
(246, 858)
(248, 333)
(250, 553)
(250, 889)
(250, 971)
(252, 644)
(253, 597)
(254, 407)
(255, 962)
(256, 573)
(257, 591)
(258, 929)
(260, 687)
(260, 956)
(261, 575)
(261, 906)
(262, 800)
(262, 854)
(263, 268)
(264, 762)
(266, 958)
(267, 962)
(269, 516)
(269, 985)
(271, 278)
(271, 541)
(272, 404)
(275, 572)
(276, 676)
(277, 543)
(277, 606)
(277, 636)
(277, 900)
(279, 351)
(282, 741)
(282, 794)
(284, 520)
(285, 473)
(288, 770)
(289, 562)
(293, 958)
(294, 592)
(296, 612)
(297, 764)
(297, 786)
(298, 354)
(300, 307)
(300, 728)
(301, 729)
(302, 403)
(302, 595)
(304, 325)
(307, 575)
(310, 749)
(315, 710)
(315, 979)
(318, 679)
(319, 964)
(321, 436)
(329, 544)
(329, 887)
(330, 521)
(330, 730)
(330, 987)
(331, 432)
(332, 425)
(332, 488)
(335, 469)
(337, 418)
(338, 984)
(339, 641)
(340, 618)
(340, 967)
(342, 923)
(344, 550)
(344, 713)
(347, 973)
(348, 769)
(349, 509)
(349, 546)
(349, 624)
(352, 423)
