Value of maximum flow from 340 to 995 vertices: 126051
Flow:
(340, 816, 321)
(340, 655, 62)
(340, 915, 308)
(340, 592, 42)
(340, 684, 97)
(340, 730, 93)
(340, 800, 132)
(340, 207, 220)
(340, 724, 135)
(340, 586, 146)
(340, 201, 126)
(340, 771, 280)
(340, 868, 33)
(340, 476, 96)
(340, 593, 26)
(340, 377, 102)
(340, 864, 105)
(340, 304, 87)
(340, 449, 98)
(340, 894, 183)
(340, 332, 53)
(340, 159, 94)
(340, 701, 130)
(340, 511, 158)
(340, 544, 302)
(340, 980, 46)
(340, 752, 167)
(340, 5, 29)
(340, 576, 233)
(340, 784, 121)
(340, 820, 154)
(340, 528, 74)
(340, 762, 295)
(340, 822, 217)
(340, 992, 128)
(340, 987, 357)
(340, 328, 213)
(340, 40, 287)
(340, 672, 219)
(340, 417, 162)
(340, 747, 176)
(340, 814, 125)
(340, 288, 136)
(340, 44, 447)
(340, 208, 202)
(340, 48, 182)
(340, 873, 169)
(340, 339, 171)
(340, 515, 36)
(340, 726, 86)
(340, 912, 89)
(340, 121, 182)
(340, 981, 187)
(340, 782, 162)
(340, 461, 174)
(340, 945, 63)
(340, 76, 28)
(340, 214, 122)
(340, 744, 141)
(340, 352, 278)
(340, 486, 161)
(340, 429, 155)
(340, 953, 69)
(340, 801, 46)
(340, 811, 42)
(340, 979, 24)
(340, 653, 72)
(340, 443, 57)
(340, 387, 142)
(340, 783, 56)
(340, 342, 223)
(340, 620, 242)
(340, 308, 354)
(340, 880, 172)
(340, 504, 128)
(340, 632, 336)
(340, 382, 191)
(340, 897, 137)
(340, 80, 28)
(340, 84, 186)
(340, 335, 114)
(340, 236, 67)
(340, 929, 128)
(340, 835, 211)
(340, 753, 27)
(340, 939, 208)
(340, 806, 163)
(340, 86, 174)
(340, 667, 74)
(340, 785, 208)
(340, 565, 317)
(340, 246, 151)
(340, 648, 103)
(340, 925, 188)
(340, 737, 28)
(340, 930, 97)
(340, 559, 277)
(340, 281, 35)
(340, 465, 140)
(340, 849, 59)
(340, 434, 129)
(340, 61, 66)
(340, 869, 267)
(340, 63, 152)
(340, 986, 80)
(340, 678, 142)
(340, 974, 177)
(340, 279, 48)
(340, 344, 338)
(340, 567, 143)
(340, 569, 88)
(340, 731, 58)
(340, 871, 70)
(340, 665, 149)
(340, 36, 55)
(340, 899, 243)
(340, 210, 80)
(340, 931, 254)
(340, 520, 167)
(340, 978, 56)
(340, 640, 39)
(340, 242, 122)
(340, 311, 93)
(340, 7, 266)
(340, 867, 115)
(340, 111, 73)
(340, 401, 429)
(340, 824, 157)
(340, 447, 137)
(340, 491, 113)
(340, 526, 148)
(340, 178, 99)
(340, 875, 141)
(340, 663, 114)
(340, 259, 310)
(340, 131, 173)
(340, 39, 117)
(340, 244, 133)
(340, 394, 78)
(340, 546, 36)
(340, 85, 63)
(340, 754, 294)
(340, 194, 295)
(340, 171, 215)
(340, 989, 80)
(340, 962, 191)
(340, 309, 120)
(340, 226, 131)
(340, 49, 328)
(340, 213, 165)
(340, 132, 245)
(340, 750, 133)
(340, 463, 96)
(340, 62, 289)
(340, 977, 66)
(340, 828, 189)
(340, 850, 84)
(340, 73, 65)
(340, 418, 165)
(340, 758, 336)
(340, 4, 249)
(340, 882, 130)
(340, 693, 53)
(340, 160, 152)
(340, 535, 98)
(340, 530, 42)
(340, 994, 188)
(340, 333, 53)
(340, 222, 212)
(340, 861, 14)
(340, 129, 75)
(340, 3, 93)
(340, 243, 37)
(340, 170, 118)
(340, 890, 66)
(340, 502, 82)
(340, 947, 56)
(340, 870, 178)
(340, 505, 94)
(340, 327, 118)
(340, 608, 110)
(340, 792, 116)
(340, 451, 239)
(340, 675, 354)
(340, 935, 130)
(340, 282, 285)
(340, 610, 101)
(340, 37, 381)
(340, 10, 292)
(340, 198, 209)
(340, 891, 164)
(340, 81, 121)
(340, 221, 90)
(340, 562, 19)
(340, 845, 23)
(340, 547, 491)
(340, 719, 78)
(340, 256, 23)
